Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,home_team_substitution_why,referee,venue,capacity,attendance
Spain,laliga,Espanyol,Celta Vigo,2,0,2001/2002,07.04,19:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
Spain,laliga,Malaga,Tenerife,2,0,2001/2002,07.04,19:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio La Rosaleda  (Málaga),30 044,
Spain,laliga,Valladolid,Sevilla,1,1,2001/2002,07.04,19:00,,,[],[],[],[],"[""14'""]",['Toedtli'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio José Zorrilla  (Valladolid),27 618,
Spain,laliga,Las Palmas,Zaragoza,1,1,2001/2002,06.04,23:00,,,[],[],[],[],[],[],[],[],"[""23'""]",['Juan Jose Jayo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Gran Canaria  (Las Palmas),32 392,
Spain,laliga,Ath Bilbao,Barcelona,0,2,2001/2002,06.04,22:30,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio San Mamés  (Bilbao),53 331,
Spain,laliga,Dep. La Coruna,Mallorca,5,0,2001/2002,06.04,21:45,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Municipal de Riazor  (La Coruña),34 889,
Spain,laliga,Real Madrid,Rayo Vallecano,3,1,2001/2002,06.04,21:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Santiago Bernabéu  (Madrid),83 186,
Spain,laliga,Rayo Vallecano,Betis,0,0,2001/2002,31.03,21:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Campo de Futbol de Vallecas  (Madrid),14 708,
Spain,laliga,Villarreal,Ath Bilbao,5,2,2001/2002,31.03,19:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de la Ceramica  (Villarreal),23 000,
Spain,laliga,Zaragoza,Valladolid,0,0,2001/2002,31.03,19:00,,,[],[],[],[],[],[],[],[],"[""15'""]",['Jose Ignacio'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,La Romareda  (Zaragoza),33 608,
Spain,laliga,Mallorca,Espanyol,2,1,2001/2002,31.03,18:45,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Mallorca Son Moix  (Palma de Mallorca),26 020,
Spain,laliga,Osasuna,Malaga,0,2,2001/2002,31.03,18:00,0 - 0,0 - 2,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio El Sadar  (Pamplona),23 516,
Spain,laliga,Tenerife,Valencia,0,1,2001/2002,30.03,22:30,0 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Heliodoro Rodríguez López  (Santa Cruz de Tenerife),22 824,
Spain,laliga,Barcelona,Las Palmas,1,1,2001/2002,30.03,22:00,1 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Camp Nou  (Barcelona),99 354,
Spain,laliga,Real Sociedad,Dep. La Coruna,1,1,2001/2002,30.03,21:15,1 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Reale Arena  (San Sebastian),40 000,
Spain,laliga,Sevilla,Real Madrid,0,1,2001/2002,30.03,20:00,0 - 1,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,
Spain,laliga,Celta Vigo,Alaves,3,1,2001/2002,30.03,19:00,0 - 0,3 - 1,[],[],[],[],[],[],[],[],[],[],[],"[""2'""]",['Oscar Tellez Gomez'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Balaídos  (Vigo),24 791,
Spain,laliga,Valladolid,Barcelona,1,2,2001/2002,24.03,21:00,1 - 2,0 - 0,"[""9'""]",['Garcia'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio José Zorrilla  (Valladolid),27 618,
Spain,laliga,Ath Bilbao,Celta Vigo,1,6,2001/2002,24.03,18:00,1 - 2,0 - 4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio San Mamés  (Bilbao),53 331,
Spain,laliga,Dep. La Coruna,Tenerife,3,1,2001/2002,24.03,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Municipal de Riazor  (La Coruña),34 889,
Spain,laliga,Espanyol,Alaves,1,2,2001/2002,24.03,18:00,,,"[""44'""]",['De Lucas'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
Spain,laliga,Mallorca,Real Sociedad,0,2,2001/2002,24.03,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Mallorca Son Moix  (Palma de Mallorca),26 020,
Spain,laliga,Real Madrid,Zaragoza,3,1,2001/2002,24.03,18:00,1 - 0,2 - 1,"[""14'""]",['Fernando Hierro'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Santiago Bernabéu  (Madrid),83 186,
Spain,laliga,Valencia,Osasuna,2,1,2001/2002,24.03,18:00,0 - 0,2 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Mestalla  (Valencia),49 430,
Spain,laliga,Betis,Sevilla,0,0,2001/2002,23.03,22:30,0 - 0,0 - 0,[],[],[],[],[],[],[],[],"[""23'""]",['Alexandre'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Benito Villamarín  (Sevilla),60 721,
Spain,laliga,Las Palmas,Villarreal,3,2,2001/2002,23.03,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Gran Canaria  (Las Palmas),32 392,
Spain,laliga,Malaga,Rayo Vallecano,0,0,2001/2002,23.03,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio La Rosaleda  (Málaga),30 044,
Spain,laliga,Rayo Vallecano,Valencia,2,1,2001/2002,17.03,21:00,1 - 1,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Campo de Futbol de Vallecas  (Madrid),14 708,
Spain,laliga,Tenerife,Mallorca,0,0,2001/2002,17.03,19:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Heliodoro Rodríguez López  (Santa Cruz de Tenerife),22 824,
Spain,laliga,Alaves,Ath Bilbao,2,3,2001/2002,17.03,16:00,,,"[""4'""]",['Jordi Cruyff'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Mendizorrotza  (Vitoria-Gasteiz),19 840,
Spain,laliga,Celta Vigo,Las Palmas,3,2,2001/2002,17.03,16:00,2 - 0,1 - 2,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Balaídos  (Vigo),24 791,
Spain,laliga,Real Sociedad,Espanyol,1,0,2001/2002,17.03,16:00,1 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Reale Arena  (San Sebastian),40 000,
Spain,laliga,Sevilla,Malaga,0,2,2001/2002,17.03,16:00,0 - 0,0 - 2,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,
Spain,laliga,Villarreal,Valladolid,2,2,2001/2002,17.03,16:00,0 - 2,2 - 0,[],[],[],[],"[""9'"", ""15'""]","['Fernando', 'Luis Garcia']",['(Penalty)'],['-'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de la Ceramica  (Villarreal),23 000,
Spain,laliga,Zaragoza,Betis,1,1,2001/2002,17.03,16:00,1 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],"[""5'""]",['David Rodriguez'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,La Romareda  (Zaragoza),33 608,
Spain,laliga,Barcelona,Real Madrid,1,1,2001/2002,16.03,22:30,0 - 1,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Camp Nou  (Barcelona),99 354,
Spain,laliga,Osasuna,Dep. La Coruna,1,3,2001/2002,16.03,20:00,0 - 3,1 - 0,[],[],[],[],"[""5'""]",['Diego Tristan'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio El Sadar  (Pamplona),23 516,
Spain,laliga,Real Sociedad,Tenerife,0,2,2001/2002,10.03,21:00,0 - 1,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Reale Arena  (San Sebastian),40 000,
Spain,laliga,Espanyol,Ath Bilbao,2,0,2001/2002,10.03,18:00,1 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
Spain,laliga,Malaga,Zaragoza,2,1,2001/2002,10.03,18:00,2 - 0,0 - 1,"[""1'""]",['Gerardo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio La Rosaleda  (Málaga),30 044,
Spain,laliga,Mallorca,Osasuna,4,2,2001/2002,10.03,18:00,2 - 1,2 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Mallorca Son Moix  (Palma de Mallorca),26 020,
Spain,laliga,Valencia,Sevilla,2,0,2001/2002,10.03,18:00,0 - 0,2 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""8'""]",['Victor Banos Salas'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Mestalla  (Valencia),49 430,
Spain,laliga,Valladolid,Celta Vigo,2,4,2001/2002,10.03,18:00,1 - 2,1 - 2,[],[],[],[],"[""8'""]",['Sergio Fernandez'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio José Zorrilla  (Valladolid),27 618,
Spain,laliga,Las Palmas,Alaves,2,1,2001/2002,09.03,23:00,1 - 1,1 - 0,[],[],[],[],"[""14'""]",['Astudillo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Gran Canaria  (Las Palmas),32 392,
Spain,laliga,Betis,Barcelona,2,1,2001/2002,09.03,22:30,1 - 0,1 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Benito Villamarín  (Sevilla),60 721,
Spain,laliga,Real Madrid,Villarreal,3,0,2001/2002,09.03,22:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Santiago Bernabéu  (Madrid),83 186,
Spain,laliga,Dep. La Coruna,Rayo Vallecano,1,1,2001/2002,09.03,21:45,1 - 1,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Municipal de Riazor  (La Coruña),34 889,
Spain,laliga,Ath Bilbao,Las Palmas,3,1,2001/2002,03.03,21:00,1 - 0,2 - 1,"[""41'""]",['Francisco Yeste'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio San Mamés  (Bilbao),53 331,
Spain,laliga,Tenerife,Espanyol,1,1,2001/2002,03.03,19:00,1 - 1,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Heliodoro Rodríguez López  (Santa Cruz de Tenerife),22 824,
Spain,laliga,Alaves,Valladolid,3,1,2001/2002,03.03,18:00,1 - 1,2 - 0,[],[],[],[],"[""10'""]",['Fernando Sales'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Mendizorrotza  (Vitoria-Gasteiz),19 840,
Spain,laliga,Barcelona,Malaga,5,1,2001/2002,03.03,18:00,3 - 0,2 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Camp Nou  (Barcelona),99 354,
Spain,laliga,Osasuna,Real Sociedad,1,1,2001/2002,03.03,18:00,0 - 0,1 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio El Sadar  (Pamplona),23 516,
Spain,laliga,Rayo Vallecano,Mallorca,0,2,2001/2002,03.03,18:00,0 - 1,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Campo de Futbol de Vallecas  (Madrid),14 708,
Spain,laliga,Zaragoza,Valencia,0,1,2001/2002,03.03,18:00,0 - 1,0 - 0,[],[],[],[],"[""24'""]",['Francisco Rufete'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,La Romareda  (Zaragoza),33 608,
Spain,laliga,Villarreal,Betis,1,1,2001/2002,02.03,22:30,1 - 1,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de la Ceramica  (Villarreal),23 000,
Spain,laliga,Celta Vigo,Real Madrid,0,1,2001/2002,02.03,21:00,0 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Balaídos  (Vigo),24 791,
Spain,laliga,Sevilla,Dep. La Coruna,0,1,2001/2002,02.03,21:00,0 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,
Spain,laliga,Betis,Celta Vigo,4,1,2001/2002,24.02,21:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Benito Villamarín  (Sevilla),60 721,
Spain,laliga,Tenerife,Osasuna,3,1,2001/2002,24.02,19:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Heliodoro Rodríguez López  (Santa Cruz de Tenerife),22 824,
Spain,laliga,Espanyol,Las Palmas,3,1,2001/2002,24.02,18:00,0 - 1,3 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
Spain,laliga,Malaga,Villarreal,2,1,2001/2002,24.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio La Rosaleda  (Málaga),30 044,
Spain,laliga,Mallorca,Sevilla,0,4,2001/2002,24.02,18:00,0 - 1,0 - 3,[],[],[],[],"[""2'""]",['Hurtado Perez Moisés'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Mallorca Son Moix  (Palma de Mallorca),26 020,
Spain,laliga,Real Sociedad,Rayo Vallecano,2,2,2001/2002,24.02,18:00,1 - 0,1 - 2,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Reale Arena  (San Sebastian),40 000,
Spain,laliga,Valladolid,Ath Bilbao,2,0,2001/2002,24.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""25'""]",['Asier del Horno'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio José Zorrilla  (Valladolid),27 618,
Spain,laliga,Valencia,Barcelona,2,0,2001/2002,23.02,22:30,1 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Mestalla  (Valencia),49 430,
Spain,laliga,Dep. La Coruna,Zaragoza,1,0,2001/2002,23.02,21:00,,,"[""19'""]",['Diego Tristan'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Municipal de Riazor  (La Coruña),34 889,
Spain,laliga,Real Madrid,Alaves,3,1,2001/2002,23.02,20:00,1 - 1,2 - 0,[],[],[],[],"[""7'""]",['Richard Witschge'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Santiago Bernabéu  (Madrid),83 186,
Spain,laliga,Celta Vigo,Malaga,0,0,2001/2002,17.02,21:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Balaídos  (Vigo),24 791,
Spain,laliga,Las Palmas,Valladolid,1,1,2001/2002,17.02,19:00,0 - 0,1 - 1,[],[],[],[],[],[],[],[],"[""19'""]",['Pablo Lago'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Gran Canaria  (Las Palmas),32 392,
Spain,laliga,Alaves,Betis,0,1,2001/2002,17.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""12'""]",['Juan Merino Ruiz'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Mendizorrotza  (Vitoria-Gasteiz),19 840,
Spain,laliga,Osasuna,Espanyol,1,1,2001/2002,17.02,18:00,0 - 1,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio El Sadar  (Pamplona),23 516,
Spain,laliga,Rayo Vallecano,Tenerife,2,0,2001/2002,17.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Campo de Futbol de Vallecas  (Madrid),14 708,
Spain,laliga,Sevilla,Real Sociedad,0,1,2001/2002,17.02,18:00,0 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,
Spain,laliga,Zaragoza,Mallorca,1,0,2001/2002,17.02,18:00,0 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""32'""]",['Ariel Ibagaza'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,La Romareda  (Zaragoza),33 608,
Spain,laliga,Barcelona,Dep. La Coruna,3,2,2001/2002,16.02,22:30,1 - 1,2 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Camp Nou  (Barcelona),99 354,
Spain,laliga,Ath Bilbao,Real Madrid,2,1,2001/2002,16.02,21:00,2 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio San Mamés  (Bilbao),53 331,
Spain,laliga,Villarreal,Valencia,1,1,2001/2002,16.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de la Ceramica  (Villarreal),23 000,
Spain,laliga,Betis,Ath Bilbao,1,1,2001/2002,10.02,21:00,1 - 1,0 - 0,[],[],[],[],"[""4'""]",['Francisco Yeste'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Benito Villamarín  (Sevilla),60 721,
Spain,laliga,Tenerife,Sevilla,1,1,2001/2002,10.02,19:00,0 - 1,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Heliodoro Rodríguez López  (Santa Cruz de Tenerife),22 824,
Spain,laliga,Dep. La Coruna,Villarreal,0,0,2001/2002,10.02,18:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Municipal de Riazor  (La Coruña),34 889,
Spain,laliga,Espanyol,Valladolid,1,0,2001/2002,10.02,18:00,0 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""17'""]",['Gaspar'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
Spain,laliga,Malaga,Alaves,1,0,2001/2002,10.02,18:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""18'""]",['Geli'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio La Rosaleda  (Málaga),30 044,
Spain,laliga,Osasuna,Rayo Vallecano,1,0,2001/2002,10.02,18:00,0 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio El Sadar  (Pamplona),23 516,
Spain,laliga,Real Madrid,Las Palmas,7,0,2001/2002,10.02,18:00,3 - 0,4 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Santiago Bernabéu  (Madrid),83 186,
Spain,laliga,Real Sociedad,Zaragoza,3,1,2001/2002,10.02,18:00,2 - 0,1 - 1,"[""2'""]",['Darko Kovacevic'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Reale Arena  (San Sebastian),40 000,
Spain,laliga,Valencia,Celta Vigo,0,0,2001/2002,09.02,22:30,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Mestalla  (Valencia),49 430,
Spain,laliga,Mallorca,Barcelona,0,0,2001/2002,09.02,21:30,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Mallorca Son Moix  (Palma de Mallorca),26 020,
Spain,laliga,Las Palmas,Betis,0,0,2001/2002,06.02,23:30,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Gran Canaria  (Las Palmas),32 392,
Spain,laliga,Barcelona,Real Sociedad,2,0,2001/2002,06.02,22:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Camp Nou  (Barcelona),99 354,
Spain,laliga,Rayo Vallecano,Espanyol,2,2,2001/2002,06.02,22:00,1 - 0,1 - 2,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Campo de Futbol de Vallecas  (Madrid),14 708,
Spain,laliga,Sevilla,Osasuna,0,0,2001/2002,06.02,22:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,
Spain,laliga,Valladolid,Real Madrid,2,1,2001/2002,06.02,22:00,0 - 0,2 - 1,"[""59'""]",['Fernando'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio José Zorrilla  (Valladolid),27 618,
Spain,laliga,Villarreal,Mallorca,2,1,2001/2002,06.02,22:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de la Ceramica  (Villarreal),23 000,
Spain,laliga,Zaragoza,Tenerife,1,1,2001/2002,06.02,22:00,0 - 1,1 - 0,[],[],[],[],"[""39'""]",['Ivan Ania'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,La Romareda  (Zaragoza),33 608,
Spain,laliga,Alaves,Valencia,1,2,2001/2002,06.02,21:30,1 - 2,0 - 0,"[""2'""]",['Martin Astudillo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Mendizorrotza  (Vitoria-Gasteiz),19 840,
Spain,laliga,Ath Bilbao,Malaga,3,2,2001/2002,06.02,21:15,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio San Mamés  (Bilbao),53 331,
Spain,laliga,Celta Vigo,Dep. La Coruna,0,2,2001/2002,05.02,22:30,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Balaídos  (Vigo),24 791,
Spain,laliga,Valencia,Ath Bilbao,2,1,2001/2002,03.02,21:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio de Mestalla  (Valencia),49 430,
Spain,laliga,Betis,Valladolid,2,0,2001/2002,03.02,18:00,,,"[""17'""]",['Gabriel Amato'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadio Benito Villamarín  (Sevilla),60 721,
Spain,laliga,Espanyol,Real Madrid,2,1,2001/2002,03.02,18:00,1 - 1,1 - 0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,Estadi Olímpic Lluís Companys  (Barcelona),55 926,
